,target,text
782351,0,"@daintyflair Yes, I've realised that about some folks I thought I knew well. Guess you never know a person's true colours till you see it "
273679,0,@gobansaor I've done that. It works on 2 of my email addresses but not the third  But the test msgs work on all three...confused
734598,0,I can't believe mum chucked out all my beautiful shoes 
787537,0,Locking my phone in a cupboard  Really got to do this tedious paperwork 
117319,0,Le sigh...back to reality now 
368538,0,bored to death at my aunts house 
293066,0,HEYY EVERYONE!! Huge announcment! I can't text all summer from June 4th to September 4th  I know it sux. Anyway just call me! Luv you all!
573598,0,Apparently the latest developer build (iphone 3.0) was the update. No update for me.  Now I need apps with push notifications (@tweetie)
379443,0,I'm up at the early hour of 8:20 thanks mum 
77947,0,@stevejb68 sounds like the problem we have been having for years here 
654706,0,"@konobi But they're still on stupid Thursdays, the night that everyone organizes events on "
521835,0,awake already    watching that 70's show. hilarious lol
239431,0,At what once was huge camera show.Now like a photography graveyard 
341855,0,my last day with my best friend at school! im gonna miss him! 
797676,0,Meeko has to get surgery. Poor kitty. 
267043,0,"Aiight, cardio workout in 1.5 hours  I'm going back to sleep. Plus yall talking about Em getting teabagged. Dont wanna have dreams. Nite"
641260,0,Argh - more rain 
206291,0,@kgalyon But I can't whistle 
588705,0,Everyone's asleep...   so early...
129489,0,Anyone wanna come round &amp; watch Stardust with me? Im feeling lonely 
427895,0,@vindicated they are borders. therefore not trinity. like they arnt even allowed to go out. they have no lives  u should bring them some!
11016,0,@DaddyCasual I feel terrible  I'll buy you a new one  x
590762,0,Supporting the Green Revolution.  Just moved....now a resident of Karaj GMT +3:30  I always liked Karaj.  Salt Lake is too rainy 
10616,0,ok so yeah . . . it's still snowing 
58270,0,"@Memph Too right.  I had a Mac, it was lovely.  It broke and I can't afford to repair it or get a new one. "
54168,0,@Joeymcintyre where oh where has our joey joe gone oh where oh where can he be? Lol j/k I love ya tweet or not! Im just sitting at work 
725212,0,Kristen just got home. The first thing she told me was how knobby my knees were.  (via @supqt)
44021,0,@just_J_ I'm in Europe when ACL is on  ... would have been awsome !
690513,0,just got a haircut he mashed up my hair 
377862,0,@markfortin30 Anne Ramsay.  I think she's dead 
212266,0,Tannin with my mom! Party! I miss him 
540330,0,@taylorswift13 aww I'm sorry I think you deserved that more 
737726,0,Sunday night on my own (TCs off to Budapest) and everyone's busy or too far away! Agh. 
468047,0,"@mizhalle well, it's not as bad as a crash I'm sure.  oh well... We'll see when SATs call me..."
5466,0,"pain, pain, go away.. "
397957,0,"@nowherepixie Fuck, don't tell me that! Looks like I'm doomed to a life of unsexyness. "
309510,0,"Night tweeple. Sooooo tired still on only 5 hrs of sleep. And yet, I have to be up at 7 tomorrow...I guess no catching up "
597529,0,@nansiepants haven't found any in Van that's decently priced unfortunately and def not about to drop hundreds on a pair 
77186,0,Saddened that a Cowboys staffer now faces life paralyzed. My prayers go out to that man and his family 
386322,0,At TC waiting for the SAT to start  eff.
4895,0,revsion classes were a bore 
140316,0,That exam was SHIT !!! I will be expecting a U on results day  ahh well at least it's over
795627,0,too hot 
712410,0,I dont want to work today 
405620,0,@ work.... 
743497,0,@loud_whispers I DO  11 hours kaman!!! shayfeh el 7ayah?
8449,0,@nmb340 Lol he wasn't yesterday but we're alright now  Aaghh i have to go to work when its nice and sunnyy... Typical! 
376551,0,watching joshua play video games...lameeee 
231830,0,"Running low on Chao Koh coconut milk, more expected soon but prices expected to rise "
642139,0,Miss Nessa so much  I want her with me now.
309541,0,PS. text me i want someone to talk to  hah
560229,0,@plainsknitter I really would...my husband wouldn't-I had picked one out at a shelter I wanted..didn't get her 
40680,0,bored....homework 
123227,0,i am annoyed because i have shit loads of songs to download but limewire etc cant seem to work w the laptop 
363103,0,@jessimitchell uh oh  what's up?
228067,0,on the way to soap-workshop - on sunday 
567736,0,i need a new job!!! that will be willing to wait 2 weeks so i can do the decent thing and give my shit job notice   hate orlando right now
438537,0,"Now must shower&amp; get ready for work  but I'm off tomorrow, &amp; I'll be spending it at golds gym, w/ Shannon, then end it at the chiropractor"
428301,0,it rained the whole day... I couldn't even cheer for the band I liked... I had to hold my umbrella 
485855,0,Will I ever get to my next backlog items tasks . . . keep getting sidetracked with bugs that don't end up being my problem 
146410,0,trying to accept the fact that I cannot walk the Weekend To End Breast Cancer this year   This is a hard reality for me...
264335,0,PAUSE @ BEN STILLER BLOWING HIGH SCHOOL MUSICAL A KISS 
141516,0,"Normally really happy to finish early on a Friday, but I've nout to do "
606893,0,@summerthunderrr I really look small ah?  fuck la. HAHA YEAH I READ YOUR LJ! Did you sign up for warranty cos I didn't 
727681,0,@amandaxrae Missed the moment I guess Babe... Heartbroken.... 
70980,0,cloudy Monday 
229335,0,lil trickstahh prolly the last ghetto name of the night  i didnt feel like writing it ghetto ;p
165683,0,@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately 
659613,0,@Tanmitcheboo im not off until next weekend  
625489,0,Im totally about to cry. I cant curl my hair 
780417,0,Ice cream is all I can tolerate. 
596270,0,@turtlenose mmmm pants. @merrijane yah don't understand. BR and zara both closed at 8  I'm not satisfied!! Mist was good?
633858,0,@thomasemge yeah great point! Every month I cry a little 
459778,0,@pam_16_gem Well @WincyTA is enjoying spa in SG right now. So she's unlikely to be contactable till the voting has long ended. 
79719,0,@szsz  Sorry to hear that. We'll have to bake some gluten-free things.
192942,0,"Going out now before my cousins come round,  I really dislike those two! "
121426,0,"@cabbiepat croissant and bread rolls  No bacon, no eggs, no sausages "
26581,0,I hate washing dishes 
632238,0,"7 ants on my desk. this is disgusting. i'm so STUPID. i threw my coffee out in my room, not the kitchen trash and now i'm paying for it. "
367856,0,Who shat in my closet? 
407483,0,stupid chipmonk.. ruined everything!! im sorry baby.. wish u were still coming..  i miss u. loove you so much!!
611998,0,@clegg48 *stomach gargles* too much caffeine... all that coffee and energy drinks made my stummy mad 
139846,0,@alexalimtong what happened to your puppy? 
338443,0,@WarWraith bugger sorry to hear that 
470092,0,Wishes he wasn't in work when everyone is partying over the road in Bute Park 
463513,0,@newsgirlbritt Well I'm still 50/50 about the concert because I have no way getting there and back 
44524,0,Crying for the last hour and a half. My tooth is causing me that much pain. 
322681,0,"Trying to read The Grapes of Wrath, but actually just thinking way too much about scary knee surgery "
437353,0,wish i was at summertime ball right now  so jealous of @charleypearson !!!
760347,0,theeee worst headache... does not help that Benson has ruined my room and now it humsss..... stupid cat 
218327,0,doing a homework!! 
773802,0,"Gorgeous morning, the sun is shinning, blue skies pity I have to go to work "
460151,0,alex is running to pick up vegetables. genitals misses him. 
478904,0,I don't like summer. No one to hang out with. SO FREAKIN BORED 
610994,0,im tired..  but ill find some energy for the partyyyyy tomorrow night.. ;)
80190,0,Senior prom is over  Now going to after prom!!!
7174,0,"@inside_out I do have TweetDeck, but it seems to crash my computer every time I use it. "
550552,0,Summer holiday has just been a few days had to go to school more &lt;  &gt;
173536,0,arrg - i've been trying to upload my picture...darn thing won't let me 
269829,0,In alanta three hour lay over 
668621,0,@calicocallie  - poor you    I hope you feel better soon
747498,0,This night at this time 2 months ago I was in the Odyessy and P!nk just came on stage  I'd do anything to go back!
281053,0,Back At Work!! Had To Open Today!! 
390574,0,Woke up late for DC Code Jam  Went on a bike ride and took P to the park instead. Wondering if I have to physically be there to compete...
329153,0,@chancellorr i miss you even more. I dont get to see your beautiful face in school anymore  lets chill with bchase and @kalaway
193661,0,Ouch no! There are several cases now where deadlock can occur--needs to be recoded. 
208271,0,@Whoneedsit @HLCeder I did find an M by Madonna dress in great shape but it wasn't my size 
213644,0,@OCBrat1 Can't get my pic to load.  
707808,0,in the house on this nice day  watchin music videos feelin vh1s Island soul! make me wish i could visit some island like St. Lucia....
415836,0,@Shannannagin Same question. I don't think they ever read our tweets though  How do all these girls do to get them to reply???
519282,0,Are we serious Monroe County? Jury Duty today yayyy 
669908,0,@danyac Me too! I heard it's supposed to be nasty. Hope we don't lose power. 
550055,0,not getting my updates for some reason 
795411,0,@KieshaCarrModel soo who u unfollowing me too? lol 
669851,0,just witnessed a snail being stepped on by an 8 foot dude  the sight &amp; sound was traumatizing
446601,0,"@Tamline I've been off the beer as well,  still on medication! We're letting the club down  #bombaylightweightclub"
756346,0,@EuniceGrace woman. This is not a tan... My back and legs are PINK!!!! It hurts 
579462,0,I miss my internship.  (@wthrcom)
295728,0,@ruthlessromance Well how was I suppose to know that you guys would be hanging out...?  Ok... That's cool I guess...
281004,0,"@mrsthompsonx i'm burnt too, my legs, shoulders and arms haha  xxx"
296036,0,kinda fucked it up with liam and i am devo'ed i wish he would forget about it 
791807,0,@riseball  sorry - maybe its what you're not eating?
247976,0,@rosieeejones meeeeee  i haaaate it so much. x
180807,0,went to duncan.. and came back with a sad bro and a car full of his stuff 
685180,0,in beverly hills at a bomb ass club but bored? 
185896,0,Hot tub won't be hot until morning.   http://myloc.me/23ll
614627,0,My Dad is having a heart cath on weds 
150336,0,@michaelbaylosis I tried to view the pics but I dont know... Twitpic. Laaamme. 
176575,0,just drove with my mom and brynn. my mom said im the worst driver EVER...really?? 
769258,0,Im so sad. I hope that da decision that i just made is The correct one. 
402883,0,Shift change - no drinking tonight 
